Sex,Race,CompositeGrades,StandardizedTestQuartile,TimeSpentOnHomeworkInSchool,TimeSpentOnHomeworkOutOfSchool,TimeSpentOnExtracurriculars,ParentsHighestLevelEducation,Socio-economicStatusQuartile,Tutored,FathersWishes,MothersWishes,GradesUndergrad,Race-Sex
0,1,2.3,1,3,2,0,3,1,-9,2,2,0,White-Female
1,1,1.9,1,0,1,0,5,4,-9,4,4,0,White-Male
0,1,3.3,4,2,1,0,3,4,-9,4,4,0,White-Female
0,1,2.5,4,2,4,2,2,1,-3,7,6,1,White-Female
0,1,3.3,4,1,2,0,5,4,-9,5,5,1,White-Female
1,0,2.8,4,1,1,0,3,2,-3,5,5,0,Black-Male
1,1,2.3,3,7,2,4,3,3,-9,7,5,1,White-Male
0,1,4.0,4,1,2,0,3,3,-9,6,6,1,White-Female
1,1,3.8,9,99,99,99,5,8,-3,5,5,1,White-Male
1,1,3.0,4,1,1,2,4,4,-9,5,5,0,White-Male
1,1,2.4,3,99,99,99,3,2,-9,4,7,0,White-Male
0,1,3.5,1,3,4,3,3,2,-9,7,7,1,White-Female
0,0,2.0,9,99,99,99,3,8,-3,4,3,0,Black-Female
0,0,3.0,9,99,99,99,4,8,-9,5,5,0,Black-Female
1,1,9.9,2,2,4,0,99,1,-9,99,99,1,White-Male
0,1,3.3,3,2,1,5,3,2,-9,5,5,1,White-Female
0,1,3.8,4,4,4,2,3,2,-9,5,5,0,White-Female
0,1,2.3,4,1,1,0,2,1,-9,5,5,1,White-Female
0,1,2.5,4,2,5,1,4,4,-9,5,5,1,White-Female
0,0,2.8,2,1,2,0,1,1,-9,4,4,0,Black-Female
0,1,9.9,1,1,2,2,99,2,-9,99,99,0,White-Female
1,1,2.5,2,2,2,0,4,4,-9,5,5,0,White-Male
1,1,2.8,3,1,1,0,4,3,-9,7,7,0,White-Male
0,0,4.0,3,1,1,0,3,2,-9,6,6,0,Black-Female
0,0,2.3,1,1,0,0,3,1,-9,5,5,0,Black-Female
0,0,3.0,3,6,7,2,3,2,-9,7,5,0,Black-Female
1,0,2.0,1,1,2,2,3,3,-9,98,98,0,Black-Male
0,1,2.3,2,1,2,0,3,3,-9,5,5,0,White-Female
1,1,3.0,2,1,1,4,3,3,-9,5,5,0,White-Male
0,0,1.9,1,0,1,0,4,2,-9,5,5,0,Black-Female
0,1,4.0,4,2,2,2,3,3,-9,4,4,1,White-Female
0,1,4.0,4,3,4,1,3,3,-9,5,5,0,White-Female
1,0,3.0,2,1,2,4,4,4,-9,98,4,0,Black-Male
0,0,9.9,2,98,1,0,99,3,-9,99,99,0,Black-Female
0,1,3.0,3,2,1,2,3,3,-3,7,5,0,White-Female
1,1,9.9,4,2,1,0,99,3,-9,99,99,0,White-Male
1,1,3.3,4,1,2,2,2,2,-9,5,5,1,White-Male
1,0,9.9,2,0,1,0,99,2,-3,99,99,0,Black-Male
0,1,3.8,4,1,2,3,2,2,-9,5,5,1,White-Female
1,1,3.3,4,2,2,1,3,3,-9,7,5,0,White-Male
0,1,3.5,4,1,2,1,4,4,-9,5,6,1,White-Female
0,0,2.5,3,96,98,0,2,1,-9,6,6,1,Black-Female
1,1,2.5,2,6,5,2,3,3,-9,5,5,0,White-Male
1,1,2.8,3,2,1,0,2,2,-3,7,7,1,White-Male
0,1,3.3,3,3,5,1,5,4,-3,5,5,1,White-Female
1,1,2.5,2,0,1,4,3,3,-9,5,5,0,White-Male
0,1,1.4,2,3,3,0,2,3,-9,6,6,1,White-Female
1,1,3.0,4,1,2,1,4,4,-9,6,5,0,White-Male
1,1,2.8,2,3,2,0,3,3,-9,4,98,0,White-Male
1,1,3.5,3,3,3,4,3,3,-9,5,5,0,White-Male
0,1,4.0,4,1,5,1,2,2,-9,7,7,1,White-Female
1,1,3.5,9,99,99,99,4,8,-9,6,6,1,White-Male
1,1,3.3,4,0,3,0,4,4,-9,5,5,1,White-Male
0,0,3.5,1,1,2,2,3,3,-9,5,5,0,Black-Female
1,1,3.0,3,2,4,2,4,4,-9,5,5,0,White-Male
0,0,3.5,1,1,1,3,2,1,-9,5,5,0,Black-Female
1,1,3.5,3,1,2,2,6,4,-9,6,6,1,White-Male
0,1,3.3,3,1,2,3,4,3,-9,6,6,0,White-Female
1,1,3.0,3,2,5,4,3,3,-9,5,5,0,White-Male
0,1,3.0,3,1,1,0,3,1,-9,5,5,1,White-Female
1,1,3.3,4,3,3,2,6,4,-9,6,6,0,White-Male
0,1,4.0,4,1,3,2,6,4,-9,6,6,1,White-Female
1,1,3.0,3,2,2,4,5,4,-3,6,6,1,White-Male
1,1,3.0,3,2,3,2,4,3,-9,3,5,1,White-Male
1,0,3.0,4,2,1,4,4,4,-9,6,6,0,Black-Male
0,1,3.5,4,1,2,3,3,2,-9,6,6,1,White-Female
1,1,3.8,4,2,3,3,4,3,-9,5,5,0,White-Male
0,1,2.8,3,2,3,2,3,1,-9,5,6,0,White-Female
0,1,3.5,3,1,2,1,3,3,-9,5,5,0,White-Female
0,1,2.5,1,3,2,2,3,2,-9,5,5,0,White-Female
0,0,2.0,2,3,2,2,1,1,-9,5,5,0,Black-Female
0,1,3.3,2,2,1,0,3,4,-9,6,5,0,White-Female
0,1,2.8,1,3,1,0,1,1,-3,5,5,0,White-Female
0,0,3.1,1,1,1,0,3,1,-9,6,5,1,Black-Female
0,0,2.3,1,1,0,0,3,1,-9,5,5,0,Black-Female
0,1,2.8,3,1,1,0,3,2,-9,5,5,0,White-Female
0,0,2.1,1,2,0,2,3,2,-3,98,98,0,Black-Female
0,0,2.0,1,1,2,2,3,3,-9,7,7,0,Black-Female
0,1,4.0,4,3,7,0,5,4,-9,6,5,1,White-Female
0,1,3.8,4,1,3,4,6,4,-9,5,5,1,White-Female
1,1,1.8,2,98,6,4,3,3,-9,5,5,1,White-Male
1,0,3.0,2,1,1,0,7,1,-9,98,98,1,Black-Male
1,0,2.5,1,1,3,2,3,2,-9,6,6,0,Black-Male
0,0,1.6,1,1,3,2,3,2,-9,98,6,1,Black-Female
1,1,3.0,2,1,2,1,4,3,-3,5,5,0,White-Male
0,0,3.3,2,3,6,0,3,1,-9,6,6,1,Black-Female
0,1,1.6,3,3,2,0,3,3,-9,4,4,0,White-Female
0,1,2.0,2,1,2,2,4,3,-9,6,6,0,White-Female
0,1,2.8,3,2,1,0,2,2,-9,5,5,0,White-Female
0,1,3.5,3,0,6,1,5,4,-9,5,5,1,White-Female
1,1,3.0,3,2,4,4,2,1,-9,4,4,1,White-Male
0,1,9.8,1,5,7,3,2,1,-3,5,5,0,White-Female
0,1,3.5,3,6,3,5,5,4,-9,5,5,1,White-Female
0,1,3.3,2,3,3,1,2,2,-9,6,5,0,White-Female
1,1,2.5,3,1,2,0,3,4,-9,98,5,0,White-Male
1,1,2.5,3,2,1,3,3,3,-9,5,5,0,White-Male
1,1,2.3,2,4,2,3,3,3,-9,6,6,1,White-Male
0,1,2.0,9,0,0,0,3,3,-9,3,3,0,White-Female
1,1,2.5,1,1,3,4,3,4,-9,3,3,1,White-Male
0,1,3.0,4,1,5,0,4,3,-9,5,5,1,White-Female
0,0,9.9,3,0,3,1,99,2,-3,99,99,1,Black-Female
1,1,2.5,2,6,5,2,3,3,-9,5,5,0,White-Male
1,1,3.0,4,1,3,0,2,1,-3,6,6,1,White-Male
1,1,3.3,9,99,99,99,6,8,-9,6,6,1,White-Male
0,1,2.8,2,6,1,0,2,2,-9,98,98,0,White-Female
1,1,3.3,2,1,0,3,4,4,-9,5,5,1,White-Male
1,1,2.4,3,0,7,3,3,4,-9,6,5,0,White-Male
1,1,2.5,9,99,99,99,2,8,-9,98,98,0,White-Male
0,1,3.8,4,5,6,4,3,3,-9,5,5,1,White-Female
0,1,3.5,4,2,1,0,3,2,-3,4,6,1,White-Female
0,0,2.3,1,1,1,2,3,2,-9,98,98,0,Black-Female
0,1,3.0,3,2,4,4,3,3,-9,5,5,0,White-Female
0,1,3.3,3,0,3,0,3,3,-9,5,7,1,White-Female
1,1,3.8,3,3,7,98,3,4,-9,5,5,1,White-Male
0,1,2.5,2,1,3,1,6,4,-9,5,5,1,White-Female
1,0,3.0,2,2,1,2,3,2,-9,5,5,0,Black-Male
1,1,9.9,1,1,2,4,99,8,-9,99,99,0,White-Male
0,1,2.8,1,1,2,0,3,2,-9,2,2,1,White-Female
0,1,3.0,1,3,3,1,1,1,-3,4,4,1,White-Female
0,1,3.3,4,4,6,2,4,4,-9,5,5,1,White-Female
0,1,3.8,4,7,7,1,4,3,-9,6,6,0,White-Female
0,1,2.8,2,2,6,0,3,3,-9,4,4,0,White-Female
1,1,3.5,3,1,1,4,5,4,-9,5,5,1,White-Male
0,1,2.5,3,2,2,1,3,3,-9,5,5,0,White-Female
1,0,2.5,3,1,2,2,2,2,-3,5,5,1,Black-Male
1,0,4.0,4,4,2,2,1,1,-9,5,7,1,Black-Male
1,1,2.5,1,1,2,0,2,1,-9,3,3,0,White-Male
1,1,3.0,3,1,1,0,3,3,-9,6,6,1,White-Male
1,1,3.3,3,1,3,1,5,4,-9,5,5,0,White-Male
0,1,3.5,3,2,5,2,4,3,-9,5,5,1,White-Female
0,1,2.8,4,1,3,3,6,4,-9,5,5,1,White-Female
0,0,3.5,2,1,6,0,3,3,-3,7,4,1,Black-Female
0,1,2.0,1,2,1,2,3,2,-9,7,6,0,White-Female
0,1,3.8,4,1,3,2,1,1,-9,5,5,1,White-Female
1,0,2.0,2,3,2,0,2,2,-9,4,4,0,Black-Male
1,0,3.5,1,1,1,2,3,3,-9,6,6,0,Black-Male
0,1,3.3,2,3,3,1,2,2,-9,6,5,0,White-Female
1,1,4.0,4,2,3,2,3,1,-9,5,5,0,White-Male
1,1,2.5,2,1,1,0,2,2,-9,5,6,0,White-Male
1,1,2.5,3,1,6,0,2,1,-9,7,7,0,White-Male
1,1,3.5,4,2,1,4,2,2,-9,5,5,0,White-Male
0,1,3.0,3,6,4,1,4,4,-9,5,5,1,White-Female
0,1,2.7,2,2,2,1,3,3,-9,7,7,1,White-Female
0,1,3.5,3,1,2,5,4,4,-9,5,5,1,White-Female
0,1,3.3,2,2,2,1,5,3,-9,5,5,1,White-Female
0,1,3.8,4,2,3,4,3,3,-9,5,5,1,White-Female
1,1,3.8,2,4,3,4,3,3,-9,5,5,1,White-Male
1,1,3.0,9,3,3,3,4,4,-9,5,5,1,White-Male
1,1,2.8,3,3,4,2,4,4,-9,5,5,0,White-Male
1,1,2.5,1,98,1,0,3,3,-9,6,3,0,White-Male
0,1,2.8,3,2,3,1,3,3,-9,98,98,0,White-Female
1,1,3.0,9,3,5,4,5,4,-9,6,6,1,White-Male
1,1,3.5,4,2,1,4,2,2,-9,5,5,0,White-Male
1,1,3.8,4,6,4,2,3,3,-9,5,5,1,White-Male
0,1,3.0,3,3,6,1,3,4,-9,5,5,1,White-Female
1,1,3.3,4,2,4,0,3,3,-9,5,5,0,White-Male
0,1,4.0,4,2,6,1,4,3,-9,98,98,1,White-Female
0,1,2.3,2,2,2,1,3,3,-9,5,5,1,White-Female
1,1,2.3,3,2,0,0,2,1,-9,7,7,0,White-Male
0,1,2.3,3,3,2,1,3,3,-9,5,5,0,White-Female
1,1,4.0,4,1,1,1,4,4,-9,6,6,0,White-Male
1,1,2.0,9,3,4,0,2,2,-9,7,7,1,White-Male
1,1,3.5,3,4,3,0,3,2,-9,5,5,0,White-Male
0,1,2.3,3,1,2,2,3,4,-9,6,6,0,White-Female
1,1,4.0,4,3,4,2,5,4,-9,5,5,0,White-Male
0,0,3.0,3,2,2,2,3,3,-9,4,4,0,Black-Female
1,1,2.5,2,2,2,2,3,1,-9,6,6,0,White-Male
1,1,3.0,3,1,1,0,3,3,-9,6,6,0,White-Male
1,1,3.8,4,0,1,1,3,3,-9,3,3,1,White-Male
0,1,3.8,3,1,2,2,3,4,-9,5,5,1,White-Female
1,1,3.8,9,3,7,4,5,4,-9,5,5,1,White-Male
1,1,3.0,9,99,99,99,3,8,-9,5,5,0,White-Male
1,1,2.0,3,0,0,1,3,3,-3,98,3,0,White-Male
0,1,2.8,2,1,0,3,2,2,-9,6,6,0,White-Female
1,1,3.0,4,5,4,3,4,4,-9,5,5,0,White-Male
0,1,3.0,2,1,2,4,3,3,-9,5,5,0,White-Female
1,0,1.8,2,0,3,2,2,1,-9,4,4,0,Black-Male
0,1,3.0,4,2,6,3,5,4,-9,5,5,1,White-Female
1,1,2.3,4,0,2,0,6,4,-9,6,6,1,White-Male
0,1,3.8,2,4,3,3,2,1,-9,3,3,1,White-Female
1,1,3.8,2,6,2,2,3,3,-9,3,4,1,White-Male
0,1,4.0,4,2,0,2,4,4,-9,6,6,1,White-Female
1,1,2.8,2,1,2,0,4,3,-9,5,5,1,White-Male
1,1,3.0,2,2,1,2,3,2,-9,5,5,0,White-Male
1,1,2.5,2,1,2,0,3,2,-9,5,5,0,White-Male
0,1,3.5,4,7,7,5,2,2,-9,5,5,1,White-Female
0,1,2.8,1,2,1,3,3,1,-9,5,2,0,White-Female
1,1,3.5,3,1,0,4,3,3,-9,98,98,1,White-Male
1,1,3.5,4,0,5,4,3,4,-9,5,5,0,White-Male
0,1,3.0,2,7,3,3,3,3,-9,5,5,1,White-Female
1,1,3.8,9,99,99,99,5,8,-9,6,6,1,White-Male
1,0,3.3,2,1,3,0,3,3,-9,6,6,1,Black-Male
1,1,2.4,1,1,1,0,3,3,-9,4,4,1,White-Male
0,1,1.9,1,1,3,1,3,3,-3,5,5,1,White-Female
1,0,3.0,3,1,2,2,5,3,-9,6,6,0,Black-Male
1,1,2.8,9,3,5,5,6,4,-9,6,6,1,White-Male
0,1,3.3,3,0,2,3,2,2,-3,3,4,0,White-Female
0,1,2.4,1,3,1,0,1,1,-9,6,6,0,White-Female
0,1,4.0,3,1,1,2,2,2,-9,5,5,1,White-Female
0,0,3.0,3,2,2,2,3,3,-9,4,4,0,Black-Female
0,1,2.5,2,0,1,0,4,2,-3,5,5,1,White-Female
1,1,2.5,1,1,5,4,4,4,-9,5,5,1,White-Male
1,1,2.0,2,1,1,0,4,4,-3,5,5,0,White-Male
1,1,2.4,2,99,99,99,2,2,-9,2,2,0,White-Male
0,1,2.5,4,2,1,3,3,3,-3,7,7,1,White-Female
0,1,2.8,3,2,1,0,2,2,-9,5,5,0,White-Female
0,1,9.9,1,5,2,2,99,8,-9,99,99,1,White-Female
1,1,3.0,3,2,4,1,4,4,-9,5,5,0,White-Male
1,0,3.0,3,1,2,2,5,3,-9,6,6,0,Black-Male
0,1,2.8,3,99,99,99,3,3,-9,5,5,1,White-Female
0,1,3.5,2,3,2,1,3,3,-9,5,5,1,White-Female
1,1,3.3,9,99,99,99,3,8,-9,6,2,1,White-Male
0,1,3.0,2,1,2,3,4,4,-9,98,98,1,White-Female
1,1,3.5,4,5,5,2,3,4,-9,6,6,0,White-Male
1,1,2.8,1,2,1,2,4,2,-9,5,5,0,White-Male
0,1,3.3,3,2,2,0,3,2,-9,6,6,1,White-Female
1,0,1.9,9,98,98,98,3,3,-3,4,4,1,Black-Male
1,1,3.5,4,1,2,1,4,4,-9,5,5,1,White-Male
1,1,3.3,4,2,2,4,5,4,-9,6,6,0,White-Male
0,1,3.0,9,99,99,99,2,8,-9,6,5,0,White-Female
0,1,3.3,2,3,1,3,2,1,-9,3,5,1,White-Female
1,1,2.4,3,1,2,1,5,4,-9,5,5,0,White-Male
0,1,2.0,3,0,2,2,3,3,-9,5,4,0,White-Female
0,1,3.0,9,99,99,99,5,8,-9,7,7,1,White-Female
0,1,4.0,4,4,3,2,5,4,-9,5,5,1,White-Female
0,1,3.8,4,2,5,2,5,4,-9,5,5,1,White-Female
0,1,1.9,1,2,3,1,3,2,-9,98,98,0,White-Female
0,1,4.0,4,3,3,4,5,3,-9,5,5,1,White-Female
1,0,3.3,1,3,3,2,3,3,-9,5,5,0,Black-Male
1,1,3.0,1,1,1,0,3,3,-9,5,5,1,White-Male
1,1,3.8,4,2,3,0,3,2,-9,5,7,1,White-Male
0,1,3.8,4,3,2,0,2,2,-9,6,6,0,White-Female
0,1,3.0,4,1,2,3,4,3,-9,5,5,0,White-Female
1,1,2.5,2,6,5,2,3,3,-9,5,5,0,White-Male
0,1,9.9,3,1,6,1,99,4,-9,99,99,1,White-Female
0,1,2.3,2,1,6,0,2,2,-9,5,5,1,White-Female
1,1,2.5,2,5,2,4,3,2,-9,5,5,1,White-Male
1,1,2.5,4,1,1,2,3,3,-9,2,2,0,White-Male
1,1,3.8,4,1,2,3,5,4,-9,5,5,1,White-Male
0,1,1.8,2,1,3,0,3,2,-9,7,7,0,White-Female
0,1,9.9,2,2,1,0,99,4,-9,99,99,1,White-Female
1,1,3.8,4,2,0,0,2,2,-9,3,3,1,White-Male
1,1,3.5,4,3,2,0,3,3,-9,5,5,0,White-Male
1,1,9.9,3,7,3,0,99,2,-3,99,99,1,White-Male
1,1,4.0,3,2,3,1,3,3,-9,5,5,1,White-Male
1,1,2.3,4,6,2,0,5,4,-9,3,5,0,White-Male
0,1,9.8,2,0,3,2,3,4,-9,5,5,0,White-Female
1,1,2.8,3,1,1,0,4,3,-9,7,7,0,White-Male
0,1,4.0,4,2,3,3,3,2,-9,6,6,0,White-Female
1,1,3.8,2,2,5,1,5,4,-3,6,6,1,White-Male
1,1,3.0,4,1,1,4,5,4,-9,6,6,1,White-Male
1,1,3.0,4,5,5,3,3,3,-9,5,5,0,White-Male
0,0,2.5,1,2,2,0,2,1,-3,2,6,1,Black-Female
0,1,2.8,2,1,2,2,3,1,-9,5,5,1,White-Female
0,1,3.3,3,2,4,3,3,2,-9,6,5,1,White-Female
0,1,3.0,3,1,4,0,3,4,-9,5,5,0,White-Female
0,1,3.0,3,2,3,2,4,4,-9,5,5,0,White-Female
0,1,3.0,9,99,99,99,3,8,-9,6,6,1,White-Female
0,1,2.0,3,4,3,2,3,2,-9,7,7,0,White-Female
0,1,3.3,2,3,4,4,3,3,-9,3,3,1,White-Female
0,1,2.5,3,1,2,1,4,4,-9,5,4,0,White-Female
0,1,4.0,4,2,2,2,5,4,-9,5,5,1,White-Female
0,1,3.0,3,1,1,0,3,1,-9,4,5,1,White-Female
1,0,3.8,3,3,2,3,3,2,-9,6,6,1,Black-Male
0,1,3.3,3,0,2,3,2,2,-3,3,4,0,White-Female
0,1,3.8,4,2,7,5,4,4,-9,5,5,1,White-Female
1,1,2.8,1,5,3,0,3,3,-9,5,5,1,White-Male
0,1,2.5,2,1,2,1,3,2,-9,3,3,0,White-Female
1,1,1.6,2,99,99,99,3,1,-9,5,5,1,White-Male
1,1,3.5,4,1,2,1,4,4,-9,5,5,1,White-Male
0,0,3.0,2,0,5,1,1,1,-9,5,5,1,Black-Female
0,1,2.5,2,1,2,2,4,4,-9,4,4,0,White-Female
1,1,4.0,4,1,7,4,6,4,-9,5,5,1,White-Male
1,1,3.0,2,1,1,0,2,1,-9,5,5,1,White-Male
0,0,2.0,2,1,3,4,3,2,-9,3,3,0,Black-Female
1,1,4.0,4,3,1,2,3,2,-9,3,3,1,White-Male
0,1,3.0,2,0,2,0,2,3,-9,5,5,1,White-Female
1,1,2.5,3,2,0,5,4,4,-9,5,5,0,White-Male
1,1,3.8,3,6,2,3,3,3,-9,6,6,0,White-Male
1,1,1.1,2,2,4,0,2,2,-9,3,3,1,White-Male
1,1,2.3,4,1,0,0,4,4,-9,5,5,0,White-Male
0,1,3.5,4,2,5,2,6,4,-9,5,5,0,White-Female
0,1,2.8,4,4,5,2,2,2,-9,4,4,1,White-Female
1,1,3.0,3,2,2,1,4,4,-9,6,6,1,White-Male
0,1,3.5,3,2,6,1,5,4,-9,5,5,0,White-Female
0,1,2.3,2,1,2,2,3,3,-9,7,4,0,White-Female
0,0,2.5,9,99,99,99,3,1,-9,6,6,1,Black-Female
1,1,2.0,3,3,2,0,3,1,-9,5,5,0,White-Male
0,1,4.0,4,3,3,4,3,2,-9,7,7,1,White-Female
1,1,3.5,4,2,1,3,6,4,-9,5,5,1,White-Male
1,1,3.3,3,3,3,3,3,3,-9,5,5,1,White-Male
0,1,4.0,4,5,6,3,2,3,-9,5,5,1,White-Female
0,0,2.5,1,98,2,3,2,1,-3,98,6,0,Black-Female
0,1,4.0,4,4,5,4,3,2,-9,5,5,1,White-Female
1,1,3.5,4,3,2,0,3,3,-9,5,5,0,White-Male
0,1,2.5,2,1,2,2,3,2,-9,5,5,0,White-Female
1,1,9.8,1,7,0,0,3,2,-3,7,7,0,White-Male
0,1,3.8,4,2,7,1,2,2,-9,2,5,1,White-Female
0,1,4.0,4,2,5,1,3,2,-9,5,5,1,White-Female
0,1,4.0,3,5,5,0,3,2,-9,7,5,0,White-Female
0,1,2.5,3,0,0,0,3,3,-9,5,5,1,White-Female
0,0,1.8,3,1,2,0,4,4,-9,98,5,0,Black-Female
1,0,4.0,9,99,99,99,6,8,-9,6,5,0,Black-Male
1,1,4.0,1,1,0,4,3,2,-9,98,98,0,White-Male
0,1,9.9,9,5,7,2,99,8,-9,99,99,1,White-Female
1,0,3.0,2,2,1,2,3,2,-9,5,5,0,Black-Male
1,0,9.9,6,99,99,99,99,9,-9,99,99,1,Black-Male
0,1,3.0,9,3,5,2,7,3,-9,5,5,0,White-Female
0,1,3.5,3,4,3,3,2,1,-9,6,6,1,White-Female
1,1,4.0,4,3,4,2,5,4,-9,5,5,0,White-Male
0,1,3.5,3,0,2,1,5,4,-9,6,6,1,White-Female
1,1,3.8,2,3,2,1,2,2,-9,5,5,1,White-Male
1,1,1.1,2,1,1,0,4,4,-9,5,6,0,White-Male
1,1,2.5,1,0,1,2,3,2,-9,4,4,0,White-Male
1,1,3.3,4,2,5,0,6,4,-9,6,5,0,White-Male
0,1,2.8,3,98,5,4,3,2,-9,5,6,0,White-Female
0,1,2.8,2,2,6,0,3,3,-9,4,4,0,White-Female
0,1,3.5,3,1,2,2,2,2,-9,5,5,1,White-Female
0,1,3.0,2,2,5,1,3,3,-9,6,6,0,White-Female
1,1,2.5,2,2,2,0,5,4,-9,5,5,0,White-Male
0,1,4.0,4,5,5,1,3,4,-9,5,5,1,White-Female
1,1,1.6,3,5,4,4,2,1,-9,5,5,0,White-Male
1,1,2.5,3,1,2,4,2,2,-9,5,5,0,White-Male
1,1,2.3,3,2,4,2,4,4,-9,5,5,0,White-Male
1,1,4.0,2,3,5,0,3,3,-9,3,3,1,White-Male
1,1,2.5,3,1,1,4,3,3,-9,5,5,0,White-Male
1,1,3.0,3,1,1,5,4,4,-3,5,5,1,White-Male
1,1,2.8,4,1,1,1,6,4,-9,5,5,0,White-Male
0,1,3.5,4,2,3,2,3,4,-9,5,5,1,White-Female
0,1,3.3,3,4,1,4,6,4,-9,98,98,0,White-Female
0,1,2.5,3,1,1,0,2,3,-9,5,5,0,White-Female
1,1,3.0,1,1,2,0,3,2,-9,3,3,0,White-Male
1,1,3.5,4,1,1,4,6,4,-9,6,6,1,White-Male
0,1,3.5,3,1,2,2,4,4,-9,5,5,1,White-Female
1,1,3.3,4,3,5,98,4,3,-3,6,6,1,White-Male
1,1,3.5,4,2,6,1,6,4,-9,6,6,1,White-Male
1,0,2.5,9,99,99,99,4,8,-9,5,5,0,Black-Male
0,0,4.0,3,2,6,2,3,3,-9,6,6,0,Black-Female
0,1,3.0,3,2,1,2,2,2,-9,4,4,1,White-Female
0,1,2.8,1,2,1,1,2,2,-3,4,4,1,White-Female
0,1,2.8,2,1,2,0,4,3,-9,5,5,1,White-Female
1,1,1.5,2,2,1,1,4,4,-9,4,4,0,White-Male
1,0,1.9,9,99,99,99,2,8,-9,5,5,1,Black-Male
1,1,2.5,1,0,1,0,2,1,-9,2,7,0,White-Male
1,1,3.3,3,1,3,1,5,4,-9,5,5,0,White-Male
1,1,2.5,9,2,5,4,3,3,-9,6,6,0,White-Male
0,1,1.6,1,2,3,2,2,1,-9,7,7,1,White-Female
0,0,3.8,3,0,2,1,6,4,-9,6,6,1,Black-Female
0,1,3.8,2,2,3,2,3,2,-9,3,3,0,White-Female
0,1,3.0,4,1,5,0,4,4,-9,5,5,1,White-Female
0,1,4.0,4,1,1,2,3,2,-9,5,5,1,White-Female
1,1,3.3,3,3,4,2,3,3,-9,5,5,0,White-Male
0,1,2.0,2,3,1,0,3,2,-9,7,5,0,White-Female
0,1,3.0,2,2,4,2,2,2,-9,6,6,1,White-Female
1,1,3.0,3,3,2,0,3,2,-9,5,5,0,White-Male
0,0,3.8,3,2,2,4,3,1,-9,7,4,1,Black-Female
0,1,3.5,4,1,2,2,4,4,-9,5,5,1,White-Female
0,1,3.0,3,1,1,1,3,3,-9,7,5,0,White-Female
1,1,2.0,2,3,7,2,3,3,-9,5,5,0,White-Male
0,1,3.0,2,1,2,4,3,3,-3,5,5,1,White-Female
1,1,3.0,4,2,3,2,5,4,-3,5,5,1,White-Male
0,1,2.1,1,1,0,0,2,1,-9,5,5,0,White-Female
0,1,3.5,4,3,7,1,5,4,-9,5,5,1,White-Female
1,1,3.8,2,1,3,2,2,2,-9,5,5,0,White-Male
1,1,2.9,3,6,6,1,3,3,-9,5,5,0,White-Male
0,1,1.4,1,3,0,0,3,3,-9,7,7,1,White-Female
1,1,2.0,3,2,2,4,2,3,-9,6,6,1,White-Male
1,1,4.0,3,4,6,4,6,4,-9,6,6,0,White-Male
1,1,2.5,3,4,5,4,4,4,-9,5,5,0,White-Male
1,0,2.5,2,1,98,0,2,2,-9,6,6,1,Black-Male
1,1,3.0,4,1,1,1,2,3,-9,2,2,0,White-Male
1,0,3.0,3,1,1,0,2,2,-9,5,5,0,Black-Male
0,1,2.5,3,1,3,0,3,3,-9,5,5,0,White-Female
0,0,2.3,1,1,1,2,3,2,-9,98,98,0,Black-Female
0,1,3.8,4,6,3,0,3,1,-9,6,6,1,White-Female
0,1,3.0,3,4,6,3,3,3,-9,6,6,1,White-Female
1,1,3.0,4,3,5,2,4,4,-9,5,5,1,White-Male
0,1,4.0,4,2,4,2,3,3,-9,6,6,1,White-Female
0,1,3.3,4,3,2,3,3,2,-9,5,5,1,White-Female
1,1,3.0,3,1,1,0,3,3,-9,6,6,0,White-Male
0,1,2.4,2,1,2,3,3,2,-9,5,5,0,White-Female
1,1,3.0,2,1,2,3,3,2,-9,5,4,0,White-Male
0,1,2.5,3,7,3,0,2,2,-9,5,5,1,White-Female
1,1,9.9,4,2,1,0,99,3,-9,99,99,0,White-Male
1,1,2.0,3,0,1,0,2,1,-9,5,5,0,White-Male
1,1,2.8,4,2,2,0,4,4,-9,5,5,0,White-Male
1,1,2.3,1,2,1,1,1,1,-9,98,6,1,White-Male
1,1,1.6,3,5,4,4,2,1,-9,5,5,0,White-Male
0,1,3.0,3,2,4,4,3,3,-9,5,5,0,White-Female
0,0,3.5,2,0,5,0,3,1,-9,6,6,1,Black-Female
1,1,2.5,4,3,0,0,3,2,-9,5,5,0,White-Male
0,1,2.5,3,1,1,0,3,1,-9,5,5,0,White-Female
0,0,2.3,1,1,2,0,3,2,-9,4,4,1,Black-Female
0,1,3.5,3,3,1,4,3,2,-9,6,6,1,White-Female
0,1,2.8,3,1,2,0,3,2,-9,5,5,1,White-Female
1,1,2.5,2,1,4,1,2,1,-9,5,5,0,White-Male
1,1,9.9,1,0,3,1,99,8,-9,99,99,0,White-Male
1,1,2.0,3,0,0,1,3,3,-3,98,3,0,White-Male
1,1,3.5,3,4,6,0,3,3,-9,6,6,0,White-Male
0,1,4.0,4,2,7,4,5,4,-9,6,6,1,White-Female
1,1,2.8,1,1,3,2,3,4,-9,5,5,0,White-Male
1,1,3.5,3,0,7,1,5,4,-9,5,5,0,White-Male
0,1,3.3,3,3,4,2,3,3,-9,5,5,1,White-Female
1,1,3.0,3,2,4,2,4,4,-9,5,5,0,White-Male
0,1,3.8,3,1,2,2,3,3,-9,6,6,0,White-Female
